Gene,Sample,Mean,SD,CV,Range
cotJB,Y3,7866.534090909091,349.5961259866503,0.044440934463203914,1872
cotJC,M1,7432.382456140351,548.0957875319799,0.0737442927306794,1988
cotJC,M2,7516.58947368421,715.1244707576075,0.09513948756431068,2678
cotJC,M3,7332.063157894737,749.0978542894661,0.10216740338398222,2915
cotJC,Y1,8008.871929824561,53.582314365744246,0.006690369734370068,451
cotJC,Y2,7416.0228070175435,1106.4264796357718,0.1491940502918621,4547
cotJC,Y3,7501.357894736842,979.1207678387456,0.13052580367158903,4192
cotM,M1,768.8320610687023,75.06335616566452,0.09763296819506193,281
cotM,M2,2134.796437659033,113.17164265646703,0.05301284968442629,438
cotM,M3,1303.9923664122136,86.47104884594879,0.06631254221515423,340
cotM,Y1,1248.1959287531806,118.76921878298872,0.09515270483346869,604
cotM,Y2,979.8447837150127,121.3669542385378,0.12386344883970654,555
cotM,Y3,834.9109414758269,152.6457306614318,0.18282875822852218,617
cotP,M1,4047.537037037037,98.39120515333323,0.024308907924252034,283
cotP,M2,5125.55787037037,111.88086713014386,0.021828037056590564,298
cotP,M3,3929.340277777778,130.65818549398884,0.03325193957696177,358
cotP,Y1,2085.752314814815,312.15982319165744,0.14966293982963783,892
cotP,Y2,1223.273148148148,267.7627762317044,0.2188904225005323,746
cotP,Y3,1395.076388888889,177.3621910650977,0.12713439384230288,497
cotQ,M1,2268.967261904762,86.61961171682191,0.03817578735979915,298
cotQ,M2,4730.464285714285,101.84101703406662,0.021528757196544176,376
cotQ,M3,3136.8363095238096,161.88001819132376,0.05160614141701838,616
cotQ,Y1,8310.791666666666,31.777933612439572,0.0038236951288161966,113
cotQ,Y2,6490.244047619048,562.6056331676089,0.08668481940582824,2168
cotQ,Y3,6100.985119047619,351.00408181321484,0.057532361571799334,1414
cotR,M1,8222.018691588784,11.284529525074975,0.001372476753989768,47
cotR,M2,8909.045690550363,12.05082745823082,0.0013526507638200664,41
cotR,M3,8584.96261682243,12.21637283675045,0.001422996625845777,53
cotR,Y1,7733.7497403946,69.4360613727147,0.008978317595414183,334
cotR,Y2,8397.195223260644,8.449513636496844,0.0010062304628920948,42
cotR,Y3,8449.44859813084,10.078290494965467,0.0011927749341175888,46
cotS,M1,2651.055871212121,13.440326375469182,0.005069801252179559,56
cotS,M2,7577.17803030303,25.944390590854784,0.003424017554701325,95
cotS,M3,7750.339015151515,15.51860624805703,0.0020023132172307494,70
cotS,Y1,8439.464962121212,9.861731464946484,0.001168525671853467,47
cotS,Y2,7726.829545454545,33.50234225640396,0.004335845906696926,138
cotS,Y3,5732.378787878788,28.364527691044046,0.004948125157224662,146
cotSA,M1,2646.3809523809523,18.32836290145231,0.006925821803910074,63
cotSA,M2,7563.849206349207,11.521391681198606,0.0015232180556332853,55
cotSA,M3,7736.458553791887,17.08830582488763,0.0022088020902680467,67
cotSA,Y1,8423.798059964727,10.283911278516435,0.001220816454206346,39
cotSA,Y2,7686.171957671958,26.026964567577096,0.0033862063860799086,93
cotSA,Y3,5682.23897707231,20.34178906486791,0.003579889748908223,98
cotT,M1,1151.0763052208836,30.939167042137758,0.026878467484569363,119
cotT,M2,1455.7751004016063,39.646899444654636,0.027234220061682055,140
cotT,M3,1422.136546184739,201.06111008754522,0.14137960987427356,694
cotT,Y1,4074.244979919679,745.3550194809337,0.18294310311591228,2594
cotT,Y2,3745.269076305221,875.8633873348857,0.2338586012086858,2934
cotT,Y3,4043.401606425703,513.0733843607019,0.12689152211477947,1753
cotU,M1,627.0536398467433,18.671167513466976,0.02977602923735576,55
cotU,M2,1996.6091954022988,22.742381474229198,0.011390502220764747,58
cotU,M3,1142.3754789272032,14.649389993224725,0.012823620835228243,40
cotU,Y1,794.7049808429118,38.77252613369541,0.0487885782376385,114
cotU,Y2,693.3946360153257,43.68375655208262,0.06299984782564298,129
cotU,Y3,649.4291187739464,37.75966196767076,0.05814285327851793,117
cotV,M1,1081.157622739018,17.438075859187474,0.016129078214339957,83
cotV,M2,1382.9276485788114,31.292948690092192,0.022628044729780993,117
cotV,M3,1012.8191214470285,39.809238731044786,0.03930537831292994,159
cotV,Y1,2345.359173126615,121.54081038036378,0.051821832567477015,573
cotV,Y2,1580.7751937984497,76.5032669196515,0.04839604468730405,367
cotV,Y3,2488.529715762274,74.79755766614679,0.030056927667924258,354
cotW,M1,1090.5283018867924,22.717108526840487,0.02083128744805263,72
cotW,M2,1364.1635220125786,20.17850129147793,0.014791849339079358,67
cotW,M3,960.2861635220125,34.38595923928811,0.03580803363152893,107
cotW,Y1,2327.6540880503144,110.66868663222104,0.047545160253995966,381
cotW,Y2,1526.6949685534591,87.83831238627978,0.05753494587691373,274
cotW,Y3,2389.5188679245284,41.268046880747654,0.017270441943231848,170
cotX,M1,1195.8362235067436,43.086092296901676,0.03603009463164895,186
cotX,M2,1500.9017341040462,50.47259259404735,0.03362817927862322,224
cotX,M3,1098.3236994219653,49.478937808667204,0.04504950392557985,228
cotX,Y1,3040.8323699421967,357.3172789959687,0.11750640466996902,1563
cotX,Y2,2040.4624277456646,221.41877118765046,0.10851401534125646,970
cotX,Y3,2971.6146435452793,263.70122809765326,0.08874004867032322,1144
cotY,M1,1517.2167689161554,105.50074802095637,0.0695357118260183,327
cotY,M2,1927.3312883435583,133.87621462681105,0.06946196299333196,412
cotY,M3,1782.9754601226994,234.8324730103717,0.13170819131420416,710
cotY,Y1,4417.730061349694,612.1039408146764,0.1385562115191049,2063
cotY,Y2,3103.8445807770963,496.7527178391809,0.16004432725649267,1459
cotY,Y3,4100.19018404908,397.93889913456974,0.09705376611130542,1209
cotZ,M1,1637.1879194630872,173.35966795240319,0.10588868015179112,786
cotZ,M2,2056.232662192394,190.98822424627224,0.09288259434739111,946
cotZ,M3,1893.9485458612976,263.46271175547577,0.13910763960890116,1207
cotZ,Y1,4289.888143176734,632.9502605284611,0.1475447003286549,2874
cotZ,Y2,3222.3422818791946,502.4014273861335,0.15591187510134547,2490
cotZ,Y3,4417.664429530201,532.0069364336514,0.12042719516616339,2655
csbX,M1,2321.854740061162,296.09165747376875,0.12752376467184556,1461
csbX,M2,3876.841743119266,219.49816562722148,0.056617778122306214,1462
csbX,M3,3042.3577981651374,369.90324067272326,0.1215843977640677,2163
csbX,Y1,8659.711773700306,26.031326232755124,0.0030060268647523246,83
csbX,Y2,4915.4556574923545,261.26733155373796,0.05315221004089474,1492
csbX,Y3,4868.175840978593,235.96294684772258,0.048470506110619385,1424
csfB,M1,8770.641025641025,20.316423679072717,0.002316412633885884,66
csfB,M2,8727.107692307693,23.525894755110777,0.0026957264175675446,77
csfB,M3,8900.584615384616,15.137744497953753,0.001700758450381814,54
