Gene,Sample,Mean,SD,CV,Range
fliQ,Y2,1190.3148148148148,44.91860630456783,0.03773674472123252,144
fliQ,Y3,1627.7740740740742,88.18372209243765,0.05417442352532807,253
fliR,M1,1227.3974358974358,51.023551596791485,0.04157052158047292,256
fliR,M2,1471.5102564102565,76.48291710183766,0.051975796137783935,330
fliR,M3,486.2153846153846,25.927513634487113,0.053325160936642906,104
fliR,Y1,1142.8051282051283,27.044450157517314,0.023664970947402816,116
fliR,Y2,1192.125641025641,31.58097132625092,0.026491311183509437,141
fliR,Y3,1600.0217948717948,31.116507007175038,0.019447551968920722,125
fliY,M1,1223.538258575198,280.8008363067253,0.22949902411201753,947
fliY,M2,1608.7906772207564,359.93320509688897,0.22372904703717358,1166
fliY,M3,500.9155672823219,143.45210067748894,0.28637980140201486,474
fliY,Y1,1061.3289357959543,58.567231275143875,0.055182921429745804,236
fliY,Y2,1159.985927880387,40.14531016895617,0.03460844584753945,186
fliY,Y3,1531.287598944591,36.786701458231356,0.024023378419302712,158
fliZ,M1,1152.7,53.59331770453912,0.04649372577820692,210
fliZ,M2,1386.0772727272727,66.83723189708343,0.048220422636014504,277
fliZ,M3,441.8151515151515,36.36631719781913,0.08231115902907642,130
fliZ,Y1,1197.637878787879,76.93586053237995,0.06423966868035788,268
fliZ,Y2,1216.5424242424242,53.63063995435657,0.04408447982219272,167
fliZ,Y3,1582.8121212121212,61.24255494103814,0.038692245352618636,204
ftsE,M1,7755.585152838428,27.287230659834652,0.003518397402915231,115
ftsE,M2,9294.692867540029,17.74405805570355,0.001909052650644471,67
ftsE,M3,7148.563318777293,16.312410791203533,0.002281914569932584,65
ftsE,Y1,7795.650655021834,70.39279793954002,0.009029752749912428,303
ftsE,Y2,8510.430858806405,17.66568653486914,0.0020757687628222814,74
ftsE,Y3,8585.668122270743,15.5513975203626,0.0018113205983379612,65
ftsH,M1,9532.807732497387,15.156463042536318,0.0015899264380281018,104
ftsH,M2,9875.502612330198,21.81503396080574,0.0022090049303990127,108
ftsH,M3,9507.029258098224,15.32969883120206,0.0016124594145057462,106
ftsH,Y1,9536.318704284222,14.224978773680828,0.0014916635249711413,95
ftsH,Y2,9188.084639498433,126.28953923433866,0.013744925541002925,346
ftsH,Y3,9199.705329153605,60.31808785730396,0.006556523899320737,273
ftsX,M1,7942.353535353535,80.3718020061262,0.010119393659369338,407
ftsX,M2,9309.95847362514,21.785921222437636,0.002340066422869292,111
ftsX,M3,7281.079685746352,82.78441843234772,0.011369799810652923,360
ftsX,Y1,7967.03367003367,76.0382295177966,0.00954410796628091,524
ftsX,Y2,8522.322109988776,26.156026105094035,0.0030691196328330853,128
ftsX,Y3,8606.864197530864,22.16355364108805,0.0025751020502271117,114
ftsY,M1,1414.7878787878788,341.9377119327514,0.24168832448982175,1473
ftsY,M2,1947.2454545454545,328.74634770129666,0.16882635259664064,1461
ftsY,M3,880.379797979798,247.5613990615623,0.2811984096291622,1069
ftsY,Y1,1998.2828282828282,382.5197693207688,0.19142423880481277,1965
ftsY,Y2,1782.9212121212122,340.74008824862676,0.19111337390127,1680
ftsY,Y3,2378.848484848485,352.2235325161667,0.1480647190266936,1728
gdh,M1,9103.641221374046,17.995923969761968,0.0019767830840598283,86
gdh,M2,9925.147582697202,17.728916981415328,0.0017862623032752342,91
gdh,M3,8688.555979643766,14.130242081025184,0.0016263050055878824,77
gdh,Y1,7438.4567430025445,676.6846503068053,0.09097110780987892,2698
gdh,Y2,6894.572519083969,883.0512102688116,0.12807918225887863,3262
gdh,Y3,7968.428753180661,56.12298268036257,0.007043168034596612,288
gerAA,M1,8364.44237405107,19.851754418086358,0.0023733506108754203,86
gerAA,M2,9733.594893029676,16.847815779880072,0.0017308934638265005,69
gerAA,M3,8713.096618357487,18.662798576614723,0.0021419248969757046,95
gerAA,Y1,8918.896480331263,12.286589060945598,0.0013775907241485611,69
gerAA,Y2,8147.525879917184,11.937373397642439,0.0014651531733169256,74
gerAA,Y3,7486.9392684610075,286.7254214463868,0.03829674733094572,1201
gerAB,M1,8354.086520947176,6.6530628795421345,0.0007963842441492716,35
gerAB,M2,9740.16029143898,7.033309776016861,0.0007220938429728636,33
gerAB,M3,8706.565573770491,6.445181412132667,0.0007402667972259351,31
gerAB,Y1,8911.399817850637,8.661331829708992,0.0009719384167186923,37
gerAB,Y2,8149.346994535519,5.079028600443879,0.000623243629685861,21
gerAB,Y3,7646.051912568306,358.19014068411093,0.04684641757340554,1012
gerAC,M1,8392.974153297682,15.281604341914834,0.0018207615158579442,75
gerAC,M2,9784.811051693405,16.05915533517859,0.001641233055021468,77
gerAC,M3,8739.532976827095,14.090420375175125,0.0016122623957751437,67
gerAC,Y1,8911.959893048128,4.292099580744955,0.0004816111867932725,18
gerAC,Y2,8150.256684491978,6.7645554478514205,0.0008299806631517237,29
gerAC,Y3,8123.830659536542,6.770207161246511,0.0008333762045247687,28
gerBA,M1,8433.71349862259,11.920273154557062,0.001413407410211872,64
gerBA,M2,8828.792699724518,1926.4498979305988,0.21820083033444757,4212
gerBA,M3,8246.66391184573,11.93983276536991,0.001447837924887325,78
gerBA,Y1,8182.292699724518,14.901158438981344,0.0018211470776990217,101
gerBA,Y2,8641.599862258952,15.456582439580393,0.001788625102521233,102
gerBA,Y3,8754.906336088154,14.128222062761942,0.0016137490819890005,95
gerBB,M1,8400.087624209575,15.128816988863463,0.00180103085416172,71
gerBB,M2,10079.937669376694,12.134221449567896,0.0012037992542783483,58
gerBB,M3,8206.400180668474,18.42500364887346,0.0022451992643834975,79
gerBB,Y1,8156.471544715447,12.067541000691833,0.0014795050696290795,53
gerBB,Y2,8607.246612466124,13.992948198065065,0.0016257171228019275,62
gerBB,Y3,8721.308039747064,10.240593904348978,0.001174203898965364,54
gerBC,M1,8410.15111111111,12.965541214914651,0.001541653775731231,67
gerBC,M2,10088.817777777778,12.350372955469219,0.0012241645381555878,71
gerBC,M3,8215.995555555555,17.92999876392019,0.0021823281965867355,89
gerBC,Y1,8162.784888888889,20.577514745181865,0.0025208939136925923,112
gerBC,Y2,8617.251555555555,17.49676659955502,0.0020304347026140635,104
gerBC,Y3,8730.011555555555,16.526610962597715,0.0018930800786948105,93
gerD,M1,10590.849462365592,15.7231064649996,0.0014845935182887264,67
gerD,M2,11338.756272401433,11.111225908816694,0.0009799333932118686,49
gerD,M3,10655.815412186379,23.54307666017602,0.0022094110820699182,88
gerD,Y1,10415.924731182795,14.984542526854055,0.0014386185493443426,62
gerD,Y2,9854.956989247312,8.705532583468006,0.0008833658627801789,38
gerD,Y3,9975.16487455197,12.208455110950103,0.001223885044957559,46
gerE,M1,2262.866666666667,58.04554861732046,0.02565133397931258,217
gerE,M2,4456.8533333333335,80.63924735689015,0.018093314122270904,296
gerE,M3,3210.7466666666664,169.13187690590527,0.05267680526209022,612
gerE,Y1,8311.293333333333,19.573195957737713,0.002355012050800483,72
gerE,Y2,7150.733333333334,832.777340118165,0.11646041060378398,2472
gerE,Y3,6422.6,450.59629143740506,0.07015792536315589,1609
gerKA,M1,9112.422018348623,13.032649127947733,0.001430206930902169,59
gerKA,M2,9932.709480122325,11.824786816974482,0.0011904895477551868,50
gerKA,M3,8725.066666666668,13.966425323314105,0.0016007241958014575,76
gerKA,Y1,5984.80122324159,356.04803355963804,0.05949203996566309,1689
gerKA,Y2,5348.673394495413,205.45129236108494,0.03841163541085255,1111
gerKA,Y3,8316.785321100917,12.912511550147554,0.0015525844483909666,90
gerKB,M1,9117.158645276293,10.318036360910291,0.0011317162245779485,55
gerKB,M2,9936.841354723707,12.2257884363753,0.0012303495648105008,71
gerKB,M3,8720.363636363636,15.305326551295169,0.0017551248078087533,78
gerKB,Y1,5912.424242424242,286.73948562114424,0.048497785995068224,1500
gerKB,Y2,5253.744206773618,132.4328910804049,0.02520733516292248,792
gerKB,Y3,8200.865418894831,13.015076629537004,0.0015870369728968126,73
gerKC,M1,9093.69362745098,17.206316470628526,0.0018921152587204066,74
gerKC,M2,9924.671568627451,13.863661878350038,0.001396888731529817,52
gerKC,M3,8698.462418300654,22.01022343372456,0.0025303579385958317,90
gerKC,Y1,5618.892156862745,332.05005799991676,0.05909528937912803,1396
gerKC,Y2,5087.450980392156,235.53591761420233,0.04629743235305758,1052
gerKC,Y3,8087.059640522876,127.04355922803056,0.01570948711586557,325
gerPA,M1,1163.2792792792793,22.669640499645965,0.019487702483354775,92
gerPA,M2,1410.2387387387387,20.544879342072136,0.014568369721885997,78
gerPA,M3,1356.554054054054,24.688177630436737,0.018199184585867598,86
gerPA,Y1,3267.572072072072,131.27364853698543,0.04017467576583265,504
gerPA,Y2,2037.1081081081081,133.60076620416967,0.06558354250931073,472
gerPA,Y3,2776.1306306306305,64.07847323186783,0.02308193732847206,213
gerPB,M1,1197.2478632478633,14.827422676441575,0.012384588965745258,64
gerPB,M2,1415.6239316239316,9.776231574042018,0.006905952460712658,40
gerPB,M3,1353.4358974358975,12.547854913293259,0.009271111352274118,51
gerPB,Y1,3433.769230769231,84.96001428749835,0.024742493911993516,321
gerPB,Y2,2116.230769230769,40.70987787364744,0.019236974750369555,169
gerPB,Y3,2853.871794871795,26.52281824678014,0.009293626397107173,113
gerPC,M1,1189.4223300970873,41.38828222752174,0.03479696082731472,165
gerPC,M2,1484.6715210355987,46.7055384700434,0.03145849961307604,178
gerPC,M3,1449.3705501618124,49.15859532521623,0.033917203105670944,215
gerPC,Y1,3572.019417475728,149.75487138125217,0.041924428139609844,611
gerPC,Y2,2210.247572815534,123.10217074871484,0.055696100411005346,525
gerPC,Y3,2936.677993527508,67.90761338593083,0.023123956230679855,248
gerPD,M1,1202.3446327683616,20.34251836463497,0.01691904118854587,82
gerPD,M2,1496.7570621468926,25.156843645995625,0.016807566359440848,97
gerPD,M3,1585.734463276836,38.367579218392315,0.02419546280094572,143
gerPD,Y1,3731.35593220339,71.15390554472822,0.019069182044692094,304
gerPD,Y2,2386.322033898305,72.93297997865594,0.030562924426219346,286
gerPD,Y3,3054.0225988700563,101.02193476949022,0.03307831933099213,315
gerPE,M1,1235.766169154229,44.91327247751654,0.036344474867972515,190
gerPE,M2,1547.6542288557214,16.195111621297876,0.010464295783478681,80
gerPE,M3,1597.5995024875622,40.08322140442125,0.025089655662767277,184
gerPE,Y1,3754.935323383085,91.5038437033586,0.024368953343493642,455
gerPE,Y2,2452.6019900497513,51.58017554977432,0.021030797397635647,253
gerPE,Y3,3168.3805970149256,50.41530189316873,0.01591200941599859,217
gerPF,M1,1224.0867579908677,95.63681663148594,0.07812911626334205,335
gerPF,M2,1509.109589041096,116.92621702907103,0.07748026907931,365
gerPF,M3,1632.2237442922374,175.9945531440524,0.10782501710288923,612
gerPF,Y1,3693.3835616438355,428.86127106592875,0.11611609352456559,1450
gerPF,Y2,2581.1004566210045,466.14977605420654,0.18060117530816958,1637
gerPF,Y3,3364.6438356164385,331.21026484321726,0.09843843242401792,1180
gerT,M1,791.0717299578059,32.819113481108964,0.041486899655559004,150
gerT,M2,2069.4978902953585,46.9386378682491,0.02268117212796483,217
gerT,M3,2113.2067510548522,28.74255996742871,0.0136013951086808,165
gerT,Y1,1749.0632911392406,138.06143576306692,0.07893449966189704,649
gerT,Y2,1694.542194092827,112.69189090210179,0.06650285327502947,611
gerT,Y3,1471.0675105485232,84.57437073566004,0.05749183509880144,453
gerW,M1,2933.09649122807,395.28584664656285,0.13476741997023733,1491
gerW,M2,7903.723684210527,227.42029244517147,0.028773816182300866,1064
gerW,M3,4462.94298245614,638.3690215939881,0.1430376825568736,2408
gerW,Y1,8001.247807017544,7.9245061283376215,0.0009904087861630014,65
gerW,Y2,7865.600877192983,333.92861433509455,0.04245430445159639,1620
gerW,Y3,7914.043859649123,234.47637769821708,0.02962788453747751,1256
glcU,M1,9070.736111111111,11.737167659772915,0.001293959775259649,61
glcU,M2,9894.868055555555,11.052857221627539,0.001117029268057983,60
glcU,M3,8671.407407407407,22.763141126960583,0.002625080342496138,111
glcU,Y1,6439.287037037037,645.4990262060243,0.10024386589591183,2534
glcU,Y2,5542.954861111111,253.61773417177147,0.04575497014257349,1380
glcU,Y3,7984.319444444444,53.63584602082853,0.006717647808812158,331
glgA,M1,4400.415807560137,736.003502995197,0.16725771726633326,2869
glgA,M2,7984.614432989691,36.375153416081666,0.004555655595064428,313
glgA,M3,8000.260481099656,6.746555372706479,0.0008432919638860493,62
glgA,Y1,8523.00412371134,9.970726591401245,0.001169860585150051,36
glgA,Y2,7993.386941580756,26.27836323032074,0.003287512968204187,334
glgA,Y3,7894.403436426117,169.14344079663266,0.021425740672965373,760
glgB,M1,3927.005307855626,686.0973479538569,0.17471261028890894,2743
glgB,M2,7964.387473460722,81.54064550287045,0.010238156515436213,650
glgB,M3,7994.252653927813,24.617560587689457,0.0030794073759470336,298
glgB,Y1,8542.62473460722,19.537179276101877,0.002287023003240956,145
glgB,Y2,7978.828025477707,79.60640124112726,0.00997720479585861,650
glgB,Y3,7771.577494692145,319.9008755842376,0.04116292680639477,2175
glgC,M1,4399.427821522309,609.4153695471967,0.13852150649361583,2243
glgC,M2,7979.185476815398,57.00886862916617,0.007144697763300922,489
glgC,M3,7999.685039370079,12.19739192117864,0.0015247340190457177,201
glgC,Y1,8540.31583552056,7.389760948779278,0.0008652795858022092,34
glgC,Y2,7992.756780402449,28.385055405277377,0.0035513473242267408,419
glgC,Y3,7886.737532808399,257.0904514514937,0.03259782012296104,1620
glgD,M1,5220.258720930233,450.86331447888097,0.08636800177569333,1917
glgD,M2,7981.493217054263,60.91238044664959,0.007631702338166063,588
glgD,M3,7998.818798449613,7.1750399418333215,0.0008970124367892968,214
glgD,Y1,8513.839147286822,11.174972836426557,0.0013125656525925535,41
glgD,Y2,7991.750968992248,31.3606566370213,0.003924128361694415,471
glgD,Y3,7911.535852713178,217.94308841980015,0.027547506890847097,1498
glgP,M1,3947.1898206090946,661.3636304504862,0.16755303405916022,2851
glgP,M2,7989.221944096787,44.42450558967077,0.00556055469487813,510
glgP,M3,7993.589069670421,24.055464513609195,0.0030093446515635073,275
glgP,Y1,8473.930746766791,30.347613955180353,0.0035812912404033295,107
glgP,Y2,7995.118898623279,17.932482278152293,0.002242928780113599,244
glgP,Y3,7737.24280350438,307.4173916810772,0.039732162927837884,2321
glnH,M1,6442.953771289538,1121.2748878979603,0.17403118626963862,4432
glnH,M2,7576.902676399027,587.2123290461593,0.07750031300721892,3235
glnH,M3,7662.08394160584,537.5913815847848,0.07016255442799482,2742
glnH,Y1,8529.632603406326,55.29457209419417,0.006482644055748916,130
glnH,Y2,7831.83698296837,250.78031244596667,0.032020624662046734,951
glnH,Y3,7775.801703163017,338.8166493801884,0.04357321113813455,1668
glnM,M1,3528.3394777265744,215.32384188766758,0.06102696275314411,855
glnM,M2,4845.465437788019,222.317416779738,0.04588154009849405,939
glnM,M3,5562.562211981567,417.69500877372747,0.07509039770809697,1705
glnM,Y1,8571.076804915514,2.197256945243763,0.00025635716436278296,11
glnM,Y2,7449.654377880184,278.72649741560974,0.037414688424098674,1015
glnM,Y3,6738.019969278033,329.77077526063323,0.04894179250940504,1405
glnP,M1,3074.426179604262,336.2103695698074,0.10935711249150376,1797
glnP,M2,4519.249619482496,320.42756083313253,0.07090282409977279,1842
glnP,M3,4646.614916286149,525.499024699468,0.11309287172853955,2877
glnP,Y1,8568.712328767124,16.61795560168435,0.0019393760653971402,77
glnP,Y2,6941.156773211568,353.8869420630587,0.05098385667196515,1910
glnP,Y3,6060.919330289194,430.8883844859555,0.07109290868344158,2416
glnQ,M1,6604.079561042524,1113.8602940451538,0.16866245837130997,3739
glnQ,M2,7455.776406035665,505.2916829190597,0.06777183963161927,2019
glnQ,M3,7867.6872427983535,172.73968334582204,0.021955585932058805,909
glnQ,Y1,8554.437585733882,3.0331071887188124,0.0003545653537500915,17
glnQ,Y2,7916.458161865569,107.63198499966572,0.01359597724120372,546
glnQ,Y3,7919.336076817558,78.3002345615241,0.00988722208553998,380
gmk,M1,3611.9056910569107,556.8386840742709,0.15416755909574414,2061
gmk,M2,4446.814634146342,616.0866712001194,0.13854561565694543,2437
gmk,M3,2308.29756097561,428.0827885514393,0.18545390151974542,1604
gmk,Y1,6138.983739837398,1123.5635692731041,0.183021102007816,3990
gmk,Y2,5468.022764227642,1074.0680224011837,0.1964271307405385,3927
gmk,Y3,6962.725203252033,865.7885774517046,0.12434622251748878,3102
gpr,M1,3462.137308039747,150.81795407213454,0.04356209492959921,525
gpr,M2,4679.725383920506,106.5100090242388,0.022759884456085015,373
gpr,M3,4105.324299909666,303.8148506090047,0.07400507935894124,1053
gpr,Y1,8130.646793134598,67.34487161227233,0.008282843090556753,256
gpr,Y2,9064.878952122854,41.3846004370145,0.004565378165068919,129
gpr,Y3,6236.458897922313,405.27099954722934,0.06498415305554986,1447
hprT,M1,9528.250460405157,11.225788821213621,0.0011781584528935947,39
hprT,M2,9890.239410681399,5.2331043561043495,0.0005291180666923622,19
hprT,M3,9492.650092081032,18.554970564469567,0.0019546670723645985,81
hprT,Y1,9539.4788213628,3.0522831711017178,0.00031996330494139845,13
hprT,Y2,9337.060773480664,2.5458868046372474,0.00027266469249810757,11
hprT,Y3,9224.337016574586,3.4988996601543314,0.0003793117764309127,14
htrC,M1,490.58354114713217,134.23530372875214,0.2736237408512922,610
htrC,M2,1038.053200332502,153.72275158671195,0.14808754651252223,944
htrC,M3,6732.100581878637,111.41888862944887,0.016550389774235473,610
htrC,Y1,2000.5993349958437,200.09275486294416,0.10001640576540523,1228
htrC,Y2,2602.5070656691605,143.98657467095921,0.05532610326801828,905
htrC,Y3,8152.2460515378225,15.564026121331674,0.0019091703099903012,90
ispG,M1,2784.2504409171074,383.9202128177725,0.13788997109445103,1610
ispG,M2,4932.572310405643,421.6453205242391,0.0854818325997463,1959
ispG,M3,3347.4753086419755,331.11850992620083,0.09891589314232493,1291
ispG,Y1,7548.410934744268,492.8681754765028,0.06529429567856465,1847
ispG,Y2,8958.745149911816,24.782181700849925,0.0027662559081830635,137
ispG,Y3,7699.2231040564375,373.9433274442097,0.04856896889339298,1812
kamA,M1,2277.1137005649716,458.58042802890367,0.20138670630066732,1967
kamA,M2,3477.744350282486,236.49416648361324,0.06800217113842873,1209
kamA,M3,5624.7831920903955,799.731843060931,0.14218003001173785,3827
kamA,Y1,7661.900423728814,362.5202233518055,0.04731466128548013,1584
kamA,Y2,7213.529661016949,638.0341355524821,0.08844964470036341,2196
kamA,Y3,6964.635593220339,607.7762025149839,0.08726604491793054,2617
katX,M1,8293.077250608272,21.388178104101122,0.0025790400182914446,69
katX,M2,9045.810218978102,15.145727264303924,0.0016743361730636578,72
katX,M3,8887.464111922141,13.482995367949675,0.0015170801477400995,48
katX,Y1,8424.950729927008,19.252131263860257,0.002285132801486075,104
katX,Y2,8985.457420924575,17.925354445397577,0.0019949295406658457,83
katX,Y3,9226.481143552312,19.133550808858146,0.002073764690044279,83
kinA,M1,1345.2086765513454,163.31630589390008,0.1214059266348082,692
kinA,M2,1993.9978034047226,164.64006027003805,0.0825678242919413,783
kinA,M3,1110.0944535969247,118.60470348599473,0.10684199268061571,490
kinA,Y1,2264.915431081823,249.0317083129523,0.10995187939269054,927
kinA,Y2,1570.3053267435475,174.9738131715316,0.11142661888206612,738
kinA,Y3,2629.2048325096102,128.44941407664737,0.048854852420927866,676
kinC,M1,1469.3263403263404,258.32734627982046,0.1758134589913126,999
kinC,M2,1808.5928515928515,241.4962892892195,0.13352717228564215,903
kinC,M3,1486.2206682206681,500.03111048643416,0.3364447293584478,2050
kinC,Y1,3795.04662004662,1030.1118532340301,0.2714358890329985,4280
kinC,Y2,2520.9153069153067,651.943575739094,0.25861383520132547,2761
kinC,Y3,3634.4343434343436,652.3808258925454,0.17949996182241687,2899
ktrC,M1,1643.2627627627628,197.85755876051704,0.12040530780839075,916
ktrC,M2,2205.324324324324,276.3753303516549,0.12532185280109848,1476
ktrC,M3,1174.509009009009,211.4676051763401,0.1800476654962108,922
ktrC,Y1,2591.6666666666665,263.82299830774843,0.10179665529559426,1141
ktrC,Y2,1864.3978978978978,249.41111863916106,0.13377569183078958,1218
ktrC,Y3,3040.307807807808,252.60797854811418,0.08308631708256387,1290
ligD,M1,1022.5599128540305,65.25844829096,0.06381870389268388,320
ligD,M2,1776.5108932461874,57.41038642814016,0.032316371741034,268
ligD,M3,1024.1323529411766,80.07757423583755,0.07819064987632217,452
ligD,Y1,2441.6802832244007,265.306782812148,0.10865746209073401,1408
ligD,Y2,1489.0550108932462,142.35940900349894,0.09560386148400331,742
ligD,Y3,2561.3028322440086,72.26842797063819,0.028215495278753264,395
lonB,M1,3647.0494273658833,963.5353466595493,0.2641958563625698,3983
lonB,M2,6382.189873417721,724.8427370678554,0.11357273153010966,3368
lonB,M3,5012.875828812537,1284.0623954765288,0.2561528430638787,5093
lonB,Y1,8119.842676311031,140.49056722929276,0.01730212921971535,429
lonB,Y2,7801.807112718505,319.1037020523142,0.040901254983875646,1876
lonB,Y3,7661.332127787824,501.00894463481853,0.06539449488394425,2642
lplD,M1,4055.7069351230425,40.11390336171428,0.009890730273018926,187
lplD,M2,3804.4794929157347,45.08501659017887,0.011850508505600047,205
lplD,M3,2561.4876957494407,64.70714191002473,0.025261547036669524,289
lplD,Y1,7932.917971662938,95.33514714550931,0.0120176645574875,374
lplD,Y2,1284.434004474273,287.9476131477038,0.22418248983182487,924
lplD,Y3,2062.008948545861,173.3241116551814,0.08405594543001883,530
lysA,M1,1991.2015151515152,147.3493947121575,0.07400024236168047,560
lysA,M2,2844.6825757575757,51.39094830103915,0.018065617843970896,321
lysA,M3,2815.5454545454545,250.97728508583765,0.08913984488535127,938
lysA,Y1,5620.608333333334,403.80980452713953,0.07184450162312908,1483
lysA,Y2,8604.63409090909,25.274629044162214,0.0029373275815255404,107
lysA,Y3,6725.170454545455,99.54148348980175,0.014801332421622557,444
lytE,M1,1978.2855721393034,199.6847541417457,0.10093828563173925,755
lytE,M2,1526.2109452736318,246.204093097111,0.16131721100517302,910
lytE,M3,1689.3084577114428,316.5566645808413,0.1873883145116613,1009
lytE,Y1,4494.57512437811,846.0308615548822,0.18823377919886097,3121
lytE,Y2,3222.532338308458,835.7820813161815,0.2593556847764304,3411
lytE,Y3,3564.6885572139304,672.1678251580457,0.18856284760074382,2604
lytH,M1,4486.398572884811,47.34083061015325,0.010552078653081528,179
lytH,M2,9256.498470948012,14.987588324412412,0.0016191423108264658,53
lytH,M3,8561.74006116208,23.973980700094433,0.0028001294747133985,106
lytH,Y1,8796.006116207951,24.941890901403248,0.002835592719227889,104
lytH,Y2,7938.649337410805,99.8988640211879,0.01258386153302118,505
lytH,Y3,6595.13251783894,160.24845114562694,0.024297988055914963,737
mbl,M1,8738.833333333334,10.211703470963487,0.0011685431088394888,53
mbl,M2,10431.190618762475,14.962577087629791,0.0014344074070237731,58
mbl,M3,8361.100798403193,13.505643892252344,0.001615294949539618,79
mbl,Y1,8261.716566866267,22.193894116489925,0.002686353851147455,110
mbl,Y2,8311.300399201597,86.19878392118319,0.010371275225410414,293
mbl,Y3,8834.164670658683,21.457339348795973,0.0024289041634081394,113
mciZ,M1,1838.8699186991869,66.83536898016384,0.03634589282282841,203
mciZ,M2,3844.6666666666665,134.82634044022234,0.03506840829900009,430
mciZ,M3,2959.9756097560976,169.0778006685929,0.0571213492811601,535
mciZ,Y1,6468.756097560976,558.9663373169252,0.08641017359236682,1771
mciZ,Y2,8651.227642276423,29.90690830005178,0.0034569554214368458,102
mciZ,Y3,8024.447154471544,59.27806152281105,0.007387183239131799,300
mcsA,M1,10149.826164874552,2.5968279202622178,0.00025584949713218204,15
mcsA,M2,10672.636200716846,4.9629052607826365,0.00046501212703655115,20
mcsA,M3,10103.062724014337,4.11696247239383,0.00040749647753923887,17
mcsA,Y1,9886.401433691757,2.3369942076254784,0.00023638471726034326,11
mcsA,Y2,9495.8458781362,2.690079360423015,0.000283290124433971,13
mcsA,Y3,9660.948028673834,4.356528527470751,0.0004509421347201652,20
mcsB,M1,10141.653846153846,11.888773939316001,0.0011722717142258548,48
mcsB,M2,10678.134615384615,5.152594635161999,0.00048253696181525503,27
mcsB,M3,10096.446886446887,17.249607639473517,0.0017084829775739006,67
mcsB,Y1,9879.404761904761,12.779132538995615,0.0012935123974545794,51
mcsB,Y2,9486.250915750916,7.23731857082122,0.0007629271706069274,32
mcsB,Y3,9651.716117216118,9.143523918040387,0.0009473469595454377,40
med,M1,2092.879454926625,1058.305649112613,0.5056696632103528,3546
med,M2,3053.7840670859537,1469.4098313199295,0.4811767299323494,4649
med,M3,1714.317610062893,631.0831398858769,0.36812498231452245,2174
med,Y1,3067.631027253669,313.34460866467197,0.10214546856542824,1333
med,Y2,2052.359538784067,286.8275358802507,0.13975501390471937,1102
med,Y3,3201.5230607966455,373.460488691236,0.11665088197062887,1252
metS,M1,8857.41253132832,6.00591010814158,0.0006780659799799221,29
metS,M2,8797.589974937344,6.0803958250711005,0.000691143352030839,31
metS,M3,8971.862155388471,12.451895255432872,0.0013878830325044955,63
metS,Y1,9262.793984962405,11.93568370670125,0.0012885619313220311,68
metS,Y2,9071.479197994988,9.55787645690676,0.0010536182962332403,58
metS,Y3,8987.560902255638,8.206382230673738,0.000913082238876863,52
mmgA,M1,2127.254653130288,346.03660898549106,0.16266816409417315,1111
mmgA,M2,3607.3883248730963,167.74209256481026,0.0464995940160424,585
mmgA,M3,3371.903553299492,605.9163283457824,0.17969562852795065,1893
mmgA,Y1,6870.051607445009,888.3255718687017,0.1293040609630984,2401
mmgA,Y2,8821.985617597293,27.66622084847405,0.003136053723924464,112
mmgA,Y3,7766.148900169204,198.03530290563478,0.025499807620392147,578
mmgB,M1,2863.1319444444443,517.4414336554642,0.18072566814795094,1825
mmgB,M2,4125.320601851852,311.2181206936271,0.07544095374161261,1157
mmgB,M3,4628.84837962963,839.7490073187656,0.1814163995982856,3039
mmgB,Y1,7659.306712962963,513.8972147242577,0.06709448178312463,2044
mmgB,Y2,8839.763888888889,13.059620541305522,0.0014773721001440738,66
mmgB,Y3,7936.334490740741,100.75442151881988,0.01269533455732861,530
mmgC,M1,3268.2921052631577,537.2647368656551,0.16438700078259846,2273
mmgC,M2,4575.730701754386,186.97645625462303,0.04086264433851716,1028
mmgC,M3,5514.33947368421,913.6539332625808,0.16568692181951494,3758
mmgC,Y1,7866.0447368421055,262.3860440276073,0.033356795289845316,1592
mmgC,Y2,8823.027192982456,5.204522668318671,0.0005898794772454262,23
mmgC,Y3,7983.63947368421,56.54040350820928,0.007082033663290858,556
mmgD,M1,3040.394995531725,839.7897936425751,0.27621075382532884,2769
mmgD,M2,4287.707774798928,444.87706231560315,0.10375638585501916,1503
mmgD,M3,4931.659517426274,1429.7773796453014,0.28991810456360767,4487
mmgD,Y1,7287.702412868633,950.0311019781597,0.13036085286641147,2810
mmgD,Y2,8819.256478999107,15.921525761764142,0.0018053138379269665,54
mmgD,Y3,7950.613047363718,99.04665174242416,0.012457737680400163,526
mmgE,M1,5200.973925299507,1079.3399990703836,0.20752651610500583,4300
mmgE,M2,6459.293868921776,912.9643569747113,0.14134120160832825,3199
mmgE,M3,7353.798449612403,750.2674691646534,0.10202448085916713,2633
mmgE,Y1,7914.14094432699,219.38885143044715,0.027721120077815815,1648
mmgE,Y2,8762.746300211416,11.244514979311678,0.0012832181366520202,42
mmgE,Y3,7991.810429880197,26.481464971761202,0.0033135752160425276,392
mmgF,M1,6729.737306843267,1064.842029359585,0.1582293603461727,5659
mmgF,M2,7446.037527593819,729.5550075815813,0.09797895926228785,4357
mmgF,M3,7608.435982339955,705.0177324575114,0.09266263580240902,4645
mmgF,Y1,7961.401766004415,95.04528584584648,0.01193826020082225,873
mmgF,Y2,8769.007726269316,10.70854184357499,0.0012211805688681755,51
